trial_id,review_id,m1_profile,m2_profile,interaction_style,m1_gender,m2_gender,m1_initial,m2_initial,m1_final,m2_final,m1_changed,m2_changed,m1_toward_m2,m2_toward_m1,m1_change_magnitude,m2_change_magnitude,initial_disagreement
352,1112,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.05,0.15,0.15,0.08,True,True,True,True,0.09999999999999999,0.06999999999999999,0.09999999999999999
353,16587,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
354,8893,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
355,14376,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
356,24885,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
357,22196,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.78,0.65,0.65,0.78,True,True,True,True,0.13,0.13,0.13
358,2662,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
359,23917,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.92,0.92,0.92,0.92,False,False,False,False,0.0,0.0,0.0
360,15311,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.65,0.65,0.8,True,True,True,True,0.15000000000000002,0.15000000000000002,0.15000000000000002
361,14021,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.7,0.65,0.65,0.7,True,True,True,True,0.04999999999999993,0.04999999999999993,0.04999999999999993
362,12111,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.35,0.35,0.25,True,True,True,True,0.14999999999999997,0.09999999999999998,0.14999999999999997
363,22419,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.82,0.85,0.85,0.82,True,True,True,True,0.030000000000000027,0.030000000000000027,0.030000000000000027
364,4096,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
365,18332,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.65,0.65,0.75,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
366,10648,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
367,18426,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.7,0.7,0.6,True,True,True,True,0.49999999999999994,0.09999999999999998,0.49999999999999994
368,10711,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.12,0.12,0.2,True,True,True,True,0.08000000000000002,0.08000000000000002,0.08000000000000002
369,11459,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.12,0.12,0.1,True,True,True,True,0.01999999999999999,0.01999999999999999,0.01999999999999999
370,23997,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.6,0.65,0.65,0.65,True,False,True,False,0.050000000000000044,0.0,0.050000000000000044
371,15593,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.77,0.77,0.87,True,True,True,True,0.13,0.09999999999999998,0.13
372,16332,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.65,0.65,0.8,True,True,True,True,0.15000000000000002,0.15000000000000002,0.15000000000000002
373,19039,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.4,0.65,0.65,0.55,True,True,True,True,0.25,0.09999999999999998,0.25
374,2074,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
375,19763,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.92,0.92,0.95,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
376,24275,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
377,22685,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.95,0.95,0.92,True,True,True,True,0.04999999999999993,0.029999999999999916,0.04999999999999993
378,13088,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
379,20581,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.92,0.92,0.95,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
380,5986,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.05,0.15,0.15,0.1,True,True,True,True,0.09999999999999999,0.04999999999999999,0.09999999999999999
381,6490,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
382,18892,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
383,19332,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
384,5255,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
385,20767,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.92,0.92,0.92,True,False,True,False,0.020000000000000018,0.0,0.020000000000000018
386,1876,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
387,9805,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
388,7884,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.05,0.12,0.12,0.08,True,True,True,True,0.06999999999999999,0.039999999999999994,0.06999999999999999
389,16568,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
390,3574,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
391,3816,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.18,0.18,0.15,True,True,True,True,0.07999999999999999,0.03,0.07999999999999999
392,2066,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
393,19242,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.53,0.65,0.65,0.57,True,True,True,True,0.12,0.08000000000000007,0.12
394,735,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.52,0.65,0.65,0.58,True,True,True,True,0.13,0.07000000000000006,0.13
395,10080,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.55,0.65,0.65,0.6,True,True,True,True,0.09999999999999998,0.050000000000000044,0.09999999999999998
396,12024,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
397,931,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
398,16072,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
399,24011,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.3,0.85,0.85,0.75,True,True,True,True,0.55,0.09999999999999998,0.55
400,15158,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.95,0.95,0.9,True,True,True,True,0.09999999999999998,0.04999999999999993,0.09999999999999998
401,6548,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
402,13372,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.92,0.92,0.9,True,True,True,True,0.020000000000000018,0.020000000000000018,0.020000000000000018
403,2519,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.35,0.35,0.25,True,True,True,True,0.14999999999999997,0.09999999999999998,0.14999999999999997
404,17576,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.89,0.85,0.85,0.89,True,True,True,True,0.040000000000000036,0.040000000000000036,0.040000000000000036
405,24402,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.95,0.95,0.93,True,True,True,True,0.04999999999999993,0.019999999999999907,0.04999999999999993
406,13529,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.91,0.91,0.9,True,True,True,True,0.010000000000000009,0.010000000000000009,0.010000000000000009
407,9911,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.4,0.35,0.35,0.4,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
408,5885,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.02,0.05,0.05,0.02,True,True,True,True,0.030000000000000002,0.030000000000000002,0.030000000000000002
409,23590,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
410,11115,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.6,0.64,0.64,0.6,True,True,True,True,0.040000000000000036,0.040000000000000036,0.040000000000000036
411,7235,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.02,0.02,0.1,True,True,True,True,0.08,0.08,0.08
412,17158,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.83,0.85,0.85,0.83,True,True,True,True,0.020000000000000018,0.020000000000000018,0.020000000000000018
413,19194,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.65,0.21,0.2,0.65,True,True,True,True,0.45,0.44000000000000006,0.44000000000000006
414,20442,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
415,5654,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.14,0.14,0.15,False,False,True,True,0.009999999999999981,0.009999999999999981,0.009999999999999981
416,1728,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
417,17265,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.78,0.78,0.77,True,True,True,True,0.030000000000000027,0.010000000000000009,0.030000000000000027
418,20792,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.66,0.65,0.65,0.66,True,True,True,True,0.010000000000000009,0.010000000000000009,0.010000000000000009
419,9553,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.17,0.17,0.15,True,True,True,True,0.07,0.020000000000000018,0.07
420,4347,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
421,21254,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.55,0.65,0.65,0.6,True,True,True,True,0.09999999999999998,0.050000000000000044,0.09999999999999998
422,24521,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.6,0.65,0.65,0.6,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
423,15914,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.45,0.6,0.6,0.55,True,True,True,True,0.14999999999999997,0.04999999999999993,0.14999999999999997
424,10346,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.17,0.17,0.15,True,True,True,True,0.07,0.020000000000000018,0.07
425,2880,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
426,19008,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
427,20714,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.75,0.75,0.75,False,False,False,False,0.0,0.0,0.0
428,7820,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
429,165,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.12,True,True,True,True,0.04999999999999999,0.03,0.04999999999999999
430,18419,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
431,13774,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.3,0.2,0.2,0.3,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
432,24653,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.92,0.92,0.9,True,True,True,True,0.020000000000000018,0.020000000000000018,0.020000000000000018
433,12156,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.12,0.12,0.11,True,False,True,True,0.01999999999999999,0.009999999999999995,0.01999999999999999
434,3182,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
435,8619,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
436,2591,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.1,0.1,0.2,True,True,True,True,0.1,0.1,0.1
437,9365,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.12,0.12,0.11,True,False,True,True,0.01999999999999999,0.009999999999999995,0.01999999999999999
438,9246,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.4,0.65,0.65,0.55,True,True,True,True,0.25,0.09999999999999998,0.25
439,19647,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.92,0.92,0.95,True,True,True,True,0.029999999999999916,0.029999999999999916,0.029999999999999916
440,14059,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.85,0.85,0.8,True,True,True,True,0.04999999999999993,0.04999999999999993,0.04999999999999993
441,1807,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.25,0.25,0.15,True,True,True,True,0.15,0.1,0.15
442,1841,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.12,0.12,0.12,True,False,True,False,0.08000000000000002,0.0,0.08000000000000002
443,2564,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.6,0.65,0.65,0.6,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
444,7085,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.15,0.1,True,False,False,False,0.04999999999999999,0.0,0.0
445,4242,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
446,11977,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.05,0.12,0.12,0.08,True,True,True,True,0.06999999999999999,0.039999999999999994,0.06999999999999999
447,16998,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.92,0.92,0.88,True,True,True,True,0.07000000000000006,0.040000000000000036,0.07000000000000006
448,22041,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
449,7674,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
450,15364,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.65,0.65,0.65,0.65,False,False,False,False,0.0,0.0,0.0
451,9197,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
452,16676,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.93,0.93,0.95,True,True,True,True,0.019999999999999907,0.019999999999999907,0.019999999999999907
453,14907,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.87,0.85,0.85,0.87,True,True,True,True,0.020000000000000018,0.020000000000000018,0.020000000000000018
454,3120,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.0,0.0,0.0,True,False,True,False,0.1,0.0,0.1
455,18129,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.65,0.65,0.85,True,True,True,True,0.19999999999999996,0.19999999999999996,0.19999999999999996
456,14821,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.65,0.65,0.75,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
457,23529,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.65,0.65,0.75,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
458,24287,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
459,4230,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.13,0.13,0.2,True,True,True,True,0.07,0.07,0.07
460,18088,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.92,0.92,0.9,True,True,True,True,0.020000000000000018,0.020000000000000018,0.020000000000000018
461,1466,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.23,0.23,0.2,True,True,True,True,0.03,0.03,0.03
462,15009,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.8,0.35,0.35,0.75,True,True,True,True,0.45000000000000007,0.4,0.45000000000000007
463,7656,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
464,17400,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
465,20444,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.85,0.85,0.75,True,True,True,True,0.6499999999999999,0.09999999999999998,0.6499999999999999
466,19931,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.95,0.95,0.93,True,True,True,True,0.04999999999999993,0.019999999999999907,0.04999999999999993
467,1419,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
468,94,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.12,0.12,0.1,True,True,True,True,0.01999999999999999,0.01999999999999999,0.01999999999999999
469,21817,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
470,1011,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
471,10970,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.15,0.15,0.15,False,False,False,False,0.0,0.0,0.0
472,18212,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.65,0.63,0.63,0.65,True,True,True,True,0.020000000000000018,0.020000000000000018,0.020000000000000018
473,10998,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
474,4288,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.23,0.23,0.2,True,True,True,True,0.03,0.03,0.03
475,8020,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.37,0.55,0.55,0.42,True,True,True,True,0.18000000000000005,0.13000000000000006,0.18000000000000005
476,24353,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
477,23863,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.85,0.85,0.85,False,False,False,False,0.0,0.0,0.0
478,14204,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.85,0.92,0.92,0.89,True,True,True,True,0.07000000000000006,0.030000000000000027,0.07000000000000006
479,11335,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.1,0.1,0.1,False,False,False,False,0.0,0.0,0.0
480,3940,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.35,0.35,0.35,0.35,False,False,False,False,0.0,0.0,0.0
481,10471,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.05,0.15,0.15,0.1,True,True,True,True,0.09999999999999999,0.04999999999999999,0.09999999999999999
482,1946,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.02,0.1,0.1,0.02,True,True,True,True,0.08,0.08,0.08
483,1831,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.2,0.2,0.2,False,False,False,False,0.0,0.0,0.0
484,6281,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.15,0.2,0.2,0.2,True,False,True,False,0.05000000000000002,0.0,0.05000000000000002
485,12042,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.05,0.15,0.15,0.1,True,True,True,True,0.09999999999999999,0.04999999999999999,0.09999999999999999
486,7283,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
487,6631,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.05,0.05,0.05,0.05,False,False,False,False,0.0,0.0,0.0
488,22718,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.75,0.65,0.65,0.75,True,True,True,True,0.09999999999999998,0.09999999999999998,0.09999999999999998
489,4921,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.17,0.17,0.15,True,True,True,True,0.07,0.020000000000000018,0.07
490,5617,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.45,0.65,0.65,0.55,True,True,True,True,0.2,0.09999999999999998,0.2
491,4097,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
492,19203,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.95,0.95,0.93,True,True,True,True,0.04999999999999993,0.019999999999999907,0.04999999999999993
493,21737,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.93,0.95,0.95,0.93,True,True,True,True,0.019999999999999907,0.019999999999999907,0.019999999999999907
494,17981,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.9,0.85,0.85,0.9,True,True,True,True,0.050000000000000044,0.050000000000000044,0.050000000000000044
495,20048,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.95,0.95,0.95,0.95,False,False,False,False,0.0,0.0,0.0
496,3927,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.1,0.15,0.15,0.1,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
497,8455,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.25,0.25,0.2,True,True,True,True,0.04999999999999999,0.04999999999999999,0.04999999999999999
498,8720,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.32,0.35,0.35,0.35,True,False,True,False,0.02999999999999997,0.0,0.02999999999999997
499,8611,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.15,0.15,0.2,True,True,True,True,0.05000000000000002,0.05000000000000002,0.05000000000000002
500,2366,junior_trainee,senior_expert_and_team_leader,neutral,male,male,0.2,0.35,0.35,0.25,True,True,True,True,0.14999999999999997,0.09999999999999998,0.14999999999999997
